diffresult,id,number,street,unit,lon,lat,city,postcode,region,accuracy
-,GAWA_148014439,10A,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,6716,WA,4
+,GAWA_148014439,10A,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,,WA,4
-,GAWA_148023882,1,GASCOYNE COURT,UNIT 1,116.32145594,-21.63844269,PANNAWONICA,6716,WA,4
+,GAWA_148023882,1,GASCOYNE COURT,UNIT 1,116.32145594,-21.63844269,PANNAWONICA,,WA,4
-,GAWA_148005928,20,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,6716,WA,4
+,GAWA_148005928,20,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,,WA,4
-,GAQLD425795079,46,HANDOS ROAD,,150.69587366,-26.69504756,RED HILL,4413,QLD,2
+,GAQLD425795079,46,HANDOS ROAD,,150.69587366,-26.69504756,RED HILL,4877,QLD,2
-,GANSW718564107,76A,OCEANO STREET,,151.43801476,-33.48713615,COPACABANA,2251,NSW,2
+,GANSW718564107,76A-A,OCEANO STREET,,151.43801476,-33.48713615,COPACABANA,2251,NSW,2
-,GANSW718563009,13A,MANLY VIEW ROAD,,151.36659152,-33.52441927,KILLCARE HEIGHTS,2257,NSW,2
+,GANSW718563009,13A-A,MANLY VIEW ROAD,,151.36659152,-33.52441927,KILLCARE HEIGHTS,2257,NSW,2
-,GANSW718563012,332A,MANN STREET,,151.34315299,-33.41919605,GOSFORD,2250,NSW,2
+,GANSW718563012,332A-A,MANN STREET,,151.34315299,-33.41919605,GOSFORD,2250,NSW,2
-,GAWA_148027597,3,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,6716,WA,4
+,GAWA_148027597,3,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,,WA,4
-,GAWA_148016434,11B,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,6716,WA,4
+,GAWA_148016434,11B,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,,WA,4
-,GAWA_148014441,21A,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,6716,WA,4
+,GAWA_148014441,21A,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,,WA,4
-,GAWA_148012529,18A,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,6716,WA,4
+,GAWA_148012529,18A,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,,WA,4
-,GANSW718457150,13A,DONALD AVENUE,,151.32615113,-33.51009593,UMINA BEACH,2257,NSW,2
+,GANSW718457150,13A-A,DONALD AVENUE,,151.32615113,-33.51009593,UMINA BEACH,2257,NSW,2
-,GAWA_148025455,18B,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,6716,WA,4
+,GAWA_148025455,18B,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,,WA,4
-,GANSW718455005,26A,BOONGALA AVENUE,,151.35935627,-33.49256944,EMPIRE BAY,2257,NSW,2
+,GANSW718455005,26A-A,BOONGALA AVENUE,,151.35935627,-33.49256944,EMPIRE BAY,2257,NSW,2
-,GANSW718454887,8A,BILKURRA PLACE,,151.35374108,-33.38678399,NIAGARA PARK,2250,NSW,2
+,GANSW718454887,8A-A,BILKURRA PLACE,,151.35374108,-33.38678399,NIAGARA PARK,2250,NSW,2
-,GAQLD425795078,31,HANDOS ROAD,,150.70178077,-26.69022242,RED HILL,4413,QLD,2
+,GAQLD425795078,31,HANDOS ROAD,,150.70178077,-26.69022242,RED HILL,4877,QLD,2
-,GANSW718455328,119A,BRICK WHARF ROAD,,151.33049267,-33.48551774,WOY WOY,2256,NSW,2
+,GANSW718455328,119A-A,BRICK WHARF ROAD,,151.33049267,-33.48551774,WOY WOY,2256,NSW,2
-,GANSW720547046,5,BADEN POWELL DRIVE,,150.82222416,-34.25076819,CATARACT,2560,NSW,4
+,GANSW720547046,5,BADEN POWELL DRIVE,,150.82222416,-34.25076819,CATARACT,,NSW,4
-,GANSW719061775,13,SANDON RIVER ROAD,,153.31937822,-29.66258148,THE SANDON,2463,NSW,4
+,GANSW719061775,13,SANDON RIVER ROAD,,153.31937822,-29.66258148,THE SANDON,,NSW,4
-,GASA_719549467,3,MURPUTJA ROAD,,130.18280880,-26.16355971,MURPUTJA,0872,SA,4
+,GASA_719549467,3,MURPUTJA ROAD,,130.18280880,-26.16355971,MURPUTJA,,SA,4
-,GAWA_148047492,13,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,6716,WA,4
+,GAWA_148047492,13,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,,WA,4
-,GAQLD720200694,LOT 44,SUNDOWN ROAD,,151.67676686,-28.85759801,SUNDOWN,4382,QLD,2
+,GAQLD720200694,LOT 44,SUNDOWN ROAD,,151.67676686,-28.85759801,SUNDOWN,4879,QLD,2
-,GAWA_148006872,22,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,6716,WA,4
+,GAWA_148006872,22,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,,WA,4
-,GAWA_148027599,1,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,6716,WA,4
+,GAWA_148027599,1,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,,WA,4
-,GANSW718459742,4A,HILLCREST ROAD,,151.35559787,-33.49471041,EMPIRE BAY,2257,NSW,2
+,GANSW718459742,4A-A,HILLCREST ROAD,,151.35559787,-33.49471041,EMPIRE BAY,2257,NSW,2
-,GANSW718459745,51B,HILLCREST STREET,,151.43419611,-33.44478207,TERRIGAL,2260,NSW,2
+,GANSW718459745,51B-B,HILLCREST STREET,,151.43419611,-33.44478207,TERRIGAL,2260,NSW,2
-,GANSW718459746,18A,HILLS STREET,,151.34418251,-33.41977371,GOSFORD,2250,NSW,2
+,GANSW718459746,18A-A,HILLS STREET,,151.34418251,-33.41977371,GOSFORD,2250,NSW,2
-,GANSW718459750,83A,HILLSIDE ROAD,,151.42590688,-33.46395360,AVOCA BEACH,2251,NSW,2
+,GANSW718459750,83A-A,HILLSIDE ROAD,,151.42590688,-33.46395360,AVOCA BEACH,2251,NSW,2
-,GANSW718457500,17A,EDGECLIFF ROAD,,151.30698358,-33.53493665,UMINA BEACH,2257,NSW,2
+,GANSW718457500,17A-A,EDGECLIFF ROAD,,151.30698358,-33.53493665,UMINA BEACH,2257,NSW,2
-,GANSW718457526,23A,EDWARD STREET,UNIT 3,151.32481167,-33.49195961,WOY WOY,2256,NSW,2
+,GANSW718457526,23A-A,EDWARD STREET,UNIT 3,151.32481167,-33.49195961,WOY WOY,2256,NSW,2
-,GANSW718457527,23A,EDWARD STREET,,151.32481167,-33.49195961,WOY WOY,2256,NSW,2
+,GANSW718457527,23A-A,EDWARD STREET,,151.32481167,-33.49195961,WOY WOY,2256,NSW,2
-,GAQLD720479191,13,RANDALL STREET,,143.54742465,-9.50702352,UGAR ISLAND,4875,QLD,4
+,GAQLD720479191,13,RANDALL STREET,,143.54742465,-9.50702352,UGAR ISLAND,,QLD,4
-,GANSW718279477,90,SPRING CREEK ROAD,,152.78146511,-31.57022942,JOLLY NOSE,2445,NSW,4
+,GANSW718279477,90,SPRING CREEK ROAD,,152.78146511,-31.57022942,JOLLY NOSE,,NSW,4
-,GAQLD425418031,55B,WARRIA ROAD,,142.19369119,-9.95210851,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425418031,55B,WARRIA ROAD,,142.19369119,-9.95210851,MABUIAG ISLAND,,QLD,4
-,GAWA_148014440,21B,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,6716,WA,4
+,GAWA_148014440,21B,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,,WA,4
-,GAWA_148029180,17,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,6716,WA,4
+,GAWA_148029180,17,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,,WA,4
-,GAWA_161041895,4,YANNARIE STREET,,116.32730176,-21.63818064,PANNAWONICA,6716,WA,4
+,GAWA_161041895,4,YANNARIE STREET,,116.32730176,-21.63818064,PANNAWONICA,,WA,4
-,GAWA_148005223,20B,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,6716,WA,4
+,GAWA_148005223,20B,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,,WA,4
-,GANSW718459904,8A,IRWAN STREET,,151.33901992,-33.47625998,SARATOGA,2251,NSW,2
+,GANSW718459904,8A-A,IRWAN STREET,,151.33901992,-33.47625998,SARATOGA,2251,NSW,2
-,GANSW719179003,6,CROOKHAVEN PARADE,,150.82754533,-35.01271628,BEECROFT PENINSULA,2540,NSW,4
+,GANSW719179003,6,CROOKHAVEN PARADE,,150.82754533,-35.01271628,BEECROFT PENINSULA,,NSW,4
-,GAWA_148010749,3,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,6716,WA,4
+,GAWA_148010749,3,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,,WA,4
-,GAWA_148013624,1E,YANNARIE STREET,,116.32730176,-21.63818064,PANNAWONICA,6716,WA,4
+,GAWA_148013624,1E,YANNARIE STREET,,116.32730176,-21.63818064,PANNAWONICA,,WA,4
-,GAQLD720180291,LOT 2248,KUTCHERA ROAD,,142.88191164,-17.90055573,STRATHMORE,4871,QLD,4
+,GAQLD720180291,LOT 2248,KUTCHERA ROAD,,142.88191164,-17.90055573,STRATHMORE,,QLD,4
-,GANSW718462970,10A,NOONAN POINT AVENUE,,151.32788732,-33.45063783,POINT CLARE,2250,NSW,2
+,GANSW718462970,10A-A,NOONAN POINT AVENUE,,151.32788732,-33.45063783,POINT CLARE,2250,NSW,2
-,GANSW718462966,8A,NIMALA AVENUE,,151.31626422,-33.46484452,KOOLEWONG,2256,NSW,2
+,GANSW718462966,8A-A,NIMALA AVENUE,,151.31626422,-33.46484452,KOOLEWONG,2256,NSW,2
-,GANSW718465177,50A,SCHNAPPER ROAD,,151.34192003,-33.51397533,ETTALONG BEACH,2257,NSW,2
+,GANSW718465177,50A-A,SCHNAPPER ROAD,,151.34192003,-33.51397533,ETTALONG BEACH,2257,NSW,2
-,GAWA_148033030,14B,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,6716,WA,4
+,GAWA_148033030,14B,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,,WA,4
-,GAWA_148025522,2B,YANNARIE STREET,,116.32730176,-21.63818064,PANNAWONICA,6716,WA,4
+,GAWA_148025522,2B,YANNARIE STREET,,116.32730176,-21.63818064,PANNAWONICA,,WA,4
-,GAWA_148919486,13,SCARP ROAD,,116.01904496,-32.47881934,MYARA,6207,WA,4
+,GAWA_148919486,13,SCARP ROAD,,116.01904496,-32.47881934,MYARA,,WA,4
-,GANT_721202320,LOT 231,WANDANJARA ROAD,,134.91789384,-12.10355181,MILINGIMBI,0822,NT,4
+,GANT_721202320,LOT 231,WANDANJARA ROAD,,134.91789384,-12.10355181,MILINGIMBI,,NT,4
-,GASA_719549379,6,MURPUTJA ROAD,,130.18280880,-26.16355971,MURPUTJA,0872,SA,4
+,GASA_719549379,6,MURPUTJA ROAD,,130.18280880,-26.16355971,MURPUTJA,,SA,4
-,GANSW718607372,536B,THE SCENIC ROAD,,151.42129232,-33.49705742,MACMASTERS BEACH,2251,NSW,2
+,GANSW718607372,536B-B,THE SCENIC ROAD,,151.42129232,-33.49705742,MACMASTERS BEACH,2251,NSW,2
-,GAQLD720479876,28,WARRIA ROAD,,142.19369119,-9.95210851,MABUIAG ISLAND,4875,QLD,4
+,GAQLD720479876,28,WARRIA ROAD,,142.19369119,-9.95210851,MABUIAG ISLAND,,QLD,4
-,GAWA_148025394,8,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,6716,WA,4
+,GAWA_148025394,8,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,,WA,4
-,GANSW718464482,3A,RACECOURSE ROAD,UNIT 2,151.32832576,-33.42350140,WEST GOSFORD,2250,NSW,2
+,GANSW718464482,3A-A,RACECOURSE ROAD,UNIT 2,151.32832576,-33.42350140,WEST GOSFORD,2250,NSW,2
-,GANSW718464483,3A,RACECOURSE ROAD,,151.32832576,-33.42350140,WEST GOSFORD,2250,NSW,2
+,GANSW718464483,3A-A,RACECOURSE ROAD,,151.32832576,-33.42350140,WEST GOSFORD,2250,NSW,2
-,GANSW718463298,350A,OCEAN VIEW ROAD,,151.33941968,-33.51499179,ETTALONG BEACH,2257,NSW,2
+,GANSW718463298,350A-A,OCEAN VIEW ROAD,,151.33941968,-33.51499179,ETTALONG BEACH,2257,NSW,2
-,GAWA_148029192,22A,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,6716,WA,4
+,GAWA_148029192,22A,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,,WA,4
-,GANSW718466075,76A,TAYLOR STREET,,151.30960877,-33.48213980,WOY WOY BAY,2256,NSW,2
+,GANSW718466075,76A-A,TAYLOR STREET,,151.30960877,-33.48213980,WOY WOY BAY,2256,NSW,2
-,GAWA_148029293,10,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,6716,WA,4
+,GAWA_148029293,10,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,,WA,4
-,GAWA_148017317,11,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,6716,WA,4
+,GAWA_148017317,11,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,,WA,4
-,GAQLD425418034,55E,WARRIA ROAD,,142.19369119,-9.95210851,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425418034,55E,WARRIA ROAD,,142.19369119,-9.95210851,MABUIAG ISLAND,,QLD,4
-,GAWA_148047493,22E,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,6716,WA,4
+,GAWA_148047493,22E,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,,WA,4
-,GAWA_148013627,12,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,6716,WA,4
+,GAWA_148013627,12,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,,WA,4
-,GAWA_148032905,20A,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,6716,WA,4
+,GAWA_148032905,20A,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,,WA,4
-,GAWA_718735825,62,SUTHERLAND ROAD,,116.01175038,-32.50018882,MYARA,6207,WA,4
+,GAWA_718735825,62,SUTHERLAND ROAD,,116.01175038,-32.50018882,MYARA,,WA,4
-,GAWA_148032898,1,GASCOYNE COURT,UNIT 3,116.32145594,-21.63844269,PANNAWONICA,6716,WA,4
+,GAWA_148032898,1,GASCOYNE COURT,UNIT 3,116.32145594,-21.63844269,PANNAWONICA,,WA,4
-,GAWA_148012528,5,GASCOYNE COURT,UNIT 2,116.32145594,-21.63844269,PANNAWONICA,6716,WA,4
+,GAWA_148012528,5,GASCOYNE COURT,UNIT 2,116.32145594,-21.63844269,PANNAWONICA,,WA,4
-,GAWA_148010735,2C,YANNARIE STREET,,116.32730176,-21.63818064,PANNAWONICA,6716,WA,4
+,GAWA_148010735,2C,YANNARIE STREET,,116.32730176,-21.63818064,PANNAWONICA,,WA,4
-,GANSW718607364,291A,THE ROUND DRIVE,,151.42696269,-33.46639750,AVOCA BEACH,2251,NSW,2
+,GANSW718607364,291A-A,THE ROUND DRIVE,,151.42696269,-33.46639750,AVOCA BEACH,2251,NSW,2
-,GAWA_148008967,12B,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,6716,WA,4
+,GAWA_148008967,12B,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,,WA,4
-,GAQLD425050426,64,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050426,64,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GASA_719549539,17,MURPUTJA ROAD,,130.18280880,-26.16355971,MURPUTJA,0872,SA,4
+,GASA_719549539,17,MURPUTJA ROAD,,130.18280880,-26.16355971,MURPUTJA,,SA,4
-,GAQLD425144669,91,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425144669,91,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD425144666,31,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425144666,31,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD721431366,80,FIECHTNERS ROAD,,152.01137804,-27.81480584,ASCOT,4359,QLD,2
+,GAQLD721431366,80,FIECHTNERS ROAD,,152.01137804,-27.81480584,ASCOT,4875,QLD,2
-,GAQLD425795312,343,HOLMES ROAD,,150.67754670,-26.69031455,RED HILL,4413,QLD,2
+,GAQLD425795312,343,HOLMES ROAD,,150.67754670,-26.69031455,RED HILL,4877,QLD,2
-,GAWA_162405247,6,GASCOYNE COURT,,116.32145594,-21.63844269,PANNAWONICA,6716,WA,4
+,GAWA_162405247,6,GASCOYNE COURT,,116.32145594,-21.63844269,PANNAWONICA,,WA,4
-,GANSW718461346,27A,MANN STREET,,151.34168842,-33.42951689,GOSFORD,2250,NSW,2
+,GANSW718461346,27A-A,MANN STREET,,151.34168842,-33.42951689,GOSFORD,2250,NSW,2
-,GAQLD425793752,1692,EAST WEST ROAD,,145.87840406,-25.51073072,SCRUBBY CREEK,4478,QLD,2
+,GAQLD425793752,1692,EAST WEST ROAD,,145.87840406,-25.51073072,SCRUBBY CREEK,4878,QLD,2
-,GAQLD425050394,105,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425050394,105,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GANSW718467317,115B,WILLOUGHBY ROAD,,151.43213310,-33.43078698,TERRIGAL,2260,NSW,2
+,GANSW718467317,115B-B,WILLOUGHBY ROAD,,151.43213310,-33.43078698,TERRIGAL,2260,NSW,2
-,GANSW718462226,2A,MOBBS ROAD,,151.41066899,-33.43750769,TERRIGAL,2260,NSW,2
+,GANSW718462226,2A-A,MOBBS ROAD,,151.41066899,-33.43750769,TERRIGAL,2260,NSW,2
-,GAWA_148009903,16D,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,6716,WA,4
+,GAWA_148009903,16D,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,,WA,4
-,GANSW718463469,775A,PACIFIC HIGHWAY,,151.35525222,-33.38770462,NIAGARA PARK,2250,NSW,2
+,GANSW718463469,775A-A,PACIFIC HIGHWAY,,151.35525222,-33.38770462,NIAGARA PARK,2250,NSW,2
-,GANSW718463473,579A,PACIFIC HIGHWAY,,151.34955005,-33.40114523,WYOMING,2250,NSW,2
+,GANSW718463473,579A-A,PACIFIC HIGHWAY,,151.34955005,-33.40114523,WYOMING,2250,NSW,2
-,GAWA_148032897,1,GASCOYNE COURT,UNIT 2,116.32145594,-21.63844269,PANNAWONICA,6716,WA,4
+,GAWA_148032897,1,GASCOYNE COURT,UNIT 2,116.32145594,-21.63844269,PANNAWONICA,,WA,4
-,GAQLD719171444,71,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD719171444,71,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GANSW718562249,57A,KOOKABURRA STREET,,151.38212308,-33.46374499,KINCUMBER,2251,NSW,2
+,GANSW718562249,57A-A,KOOKABURRA STREET,,151.38212308,-33.46374499,KINCUMBER,2251,NSW,2
-,GANSW718457743,22A,ERINA VALLEY ROAD,,151.40075267,-33.42866827,ERINA,2250,NSW,2
+,GANSW718457743,22A-A,ERINA VALLEY ROAD,,151.40075267,-33.42866827,ERINA,2250,NSW,2
-,GAQLD425799030,LOT 1,SURCINGLE ROAD,,150.64078375,-26.65987903,RED HILL,4413,QLD,2
+,GAQLD425799030,LOT 1,SURCINGLE ROAD,,150.64078375,-26.65987903,RED HILL,4877,QLD,2
-,GAQLD425381803,17,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,4875,QLD,4
+,GAQLD425381803,17,DRANKIE STREET,,143.54675604,-9.50717304,UGAR ISLAND,,QLD,4
-,GAWA_148029296,9,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,6716,WA,4
+,GAWA_148029296,9,MILLSTREAM WAY,,116.32223586,-21.63710216,PANNAWONICA,,WA,4
-,GAWA_148025526,26,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,6716,WA,4
+,GAWA_148025526,26,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,,WA,4
-,GAWA_148016430,15,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,6716,WA,4
+,GAWA_148016430,15,ASHBURTON WAY,,116.32266238,-21.63845159,PANNAWONICA,,WA,4
-,GANSW718464161,8A,PINERIDGE CLOSE,,151.37921046,-33.38198878,LISAROW,2250,NSW,2
+,GANSW718464161,8A-A,PINERIDGE CLOSE,,151.37921046,-33.38198878,LISAROW,2250,NSW,2
-,GAQLD425050863,67,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425050863,67,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,,QLD,4
-,GAQLD721580213,14,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,4875,QLD,4
+,GAQLD721580213,14,MAP ROAD,,142.19132521,-9.95415833,MABUIAG ISLAND,,QLD,4
-,GAQLD425799032,LOT 41,SURCINGLE ROAD,,150.67975000,-26.63324396,RED HILL,4413,QLD,2
+,GAQLD425799032,LOT 41,SURCINGLE ROAD,,150.67975000,-26.63324396,RED HILL,4877,QLD,2
-,GAWA_148025384,14A,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,6716,WA,4
+,GAWA_148025384,14A,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,,WA,4
-,GAQLD425794952,333,GREENMOUNT - HIRSTVALE ROAD,,151.98275167,-27.81270574,ASCOT,4359,QLD,2
+,GAQLD425794952,333,GREENMOUNT - HIRSTVALE ROAD,,151.98275167,-27.81270574,ASCOT,4875,QLD,2
-,GAQLD720477336,111,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD720477336,111,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAWA_148025541,8,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,6716,WA,4
+,GAWA_148025541,8,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,,WA,4
-,GAVIC719924017,6,GREY ROAD,,146.18415803,-38.38011558,MIRBOO NORTH,3871,VIC,3
+,GAVIC719924017,6-A,GREY ROAD,,146.18415803,-38.38011558,MIRBOO NORTH,3871,VIC,3
-,GANSW718455138,38A,BOURKE AVENUE,,151.36438152,-33.46817061,YATTALUNGA,2251,NSW,2
+,GANSW718455138,38A-A,BOURKE AVENUE,,151.36438152,-33.46817061,YATTALUNGA,2251,NSW,2
-,GANSW718465688,38A,STEYNE ROAD,,151.34845446,-33.47353678,SARATOGA,2251,NSW,2
+,GANSW718465688,38A-A,STEYNE ROAD,,151.34845446,-33.47353678,SARATOGA,2251,NSW,2
-,GAQLD425052131,75,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425052131,75,SCHOOL STREET,,142.18782377,-9.95504819,MABUIAG ISLAND,,QLD,4
-,GAWA_148021807,29B,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,6716,WA,4
+,GAWA_148021807,29B,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,,WA,4
-,GAWA_148018912,24A,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,6716,WA,4
+,GAWA_148018912,24A,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,,WA,4
-,GAQLD425804975,193,OLD MAN LAGOON ROAD,,150.70444786,-26.68600924,RED HILL,4413,QLD,2
+,GAQLD425804975,193,OLD MAN LAGOON ROAD,,150.70444786,-26.68600924,RED HILL,4877,QLD,2
-,GAQLD425794964,861,GREENMOUNT - HIRSTVALE ROAD,,152.03438049,-27.81943420,ASCOT,4359,QLD,2
+,GAQLD425794964,861,GREENMOUNT - HIRSTVALE ROAD,,152.03438049,-27.81943420,ASCOT,4875,QLD,2
-,GANT_721612311,LOT 449,MUTJU STREET,,134.73140324,-14.72796604,NGUKURR,0852,NT,4
+,GANT_721612311,LOT 449,MUTJU STREET,,134.73140324,-14.72796604,NGUKURR,,NT,4
-,GANSW718609854,80,GURNANG ROAD,COTTAGE 1,149.83065577,-34.01476556,GURNANG,2787,NSW,4
+,GANSW718609854,80,GURNANG ROAD,COTTAGE 1,149.83065577,-34.01476556,GURNANG,,NSW,4
-,GANSW718609855,69,GURNANG ROAD,COTTAGE 3,149.83065577,-34.01476556,GURNANG,2787,NSW,4
+,GANSW718609855,69,GURNANG ROAD,COTTAGE 3,149.83065577,-34.01476556,GURNANG,,NSW,4
-,GANSW718609856,79,GURNANG ROAD,COTTAGE 4,149.83065577,-34.01476556,GURNANG,2787,NSW,4
+,GANSW718609856,79,GURNANG ROAD,COTTAGE 4,149.83065577,-34.01476556,GURNANG,,NSW,4
-,GAQLD425050868,84,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,4875,QLD,4
+,GAQLD425050868,84,NEW VILLAGE STREET,,142.18155976,-9.95490024,MABUIAG ISLAND,,QLD,4
-,GAQLD425699015,120,LOOKOUT ROAD,,145.84558805,-18.67430894,WALLAMAN,4850,QLD,4
+,GAQLD425699015,120,LOOKOUT ROAD,,145.84558805,-18.67430894,WALLAMAN,,QLD,4
-,GAQLD425269862,117,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD425269862,117,MAROU ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAQLD720770455,315,KOKI ROAD,,144.05136240,-9.91664937,MER ISLAND,4875,QLD,4
+,GAQLD720770455,315,KOKI ROAD,,144.05136240,-9.91664937,MER ISLAND,,QLD,4
-,GAWA_148029184,2D,YANNARIE STREET,,116.32730176,-21.63818064,PANNAWONICA,6716,WA,4
+,GAWA_148029184,2D,YANNARIE STREET,,116.32730176,-21.63818064,PANNAWONICA,,WA,4
-,GAWA_148025389,1,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,6716,WA,4
+,GAWA_148025389,1,HARDING STREET,,116.32752411,-21.63673870,PANNAWONICA,,WA,4
-,GANT_721347039,LOT 62,MADUMUNGUN ROAD,,134.92205892,-12.10625711,MILINGIMBI,0822,NT,4
+,GANT_721347039,LOT 62,MADUMUNGUN ROAD,,134.92205892,-12.10625711,MILINGIMBI,,NT,4
-,GANSW718560712,29A,GROVE ROAD,,151.44103916,-33.42656298,WAMBERAL,2260,NSW,2
+,GANSW718560712,29A-A,GROVE ROAD,,151.44103916,-33.42656298,WAMBERAL,2260,NSW,2
-,GANSW718455843,4A,CAMPBELL CRESCENT,,151.44370741,-33.44684998,TERRIGAL,2260,NSW,2
+,GANSW718455843,4A-B,CAMPBELL CRESCENT,,151.44370741,-33.44684998,TERRIGAL,2260,NSW,2
-,GAQLD425795318,630,HOLMES ROAD,,150.71131980,-26.67509390,RED HILL,4413,QLD,2
+,GAQLD425795318,630,HOLMES ROAD,,150.71131980,-26.67509390,RED HILL,4877,QLD,2
-,GANSW718576464,70,GURNANG ROAD,COTTAGE 2,149.83065577,-34.01476556,GURNANG,2787,NSW,4
